user_id,user_name,review_text,helpful_votes,funny_votes,recommendation,date_posted
greymatter0001,greymatter0001,"My Review of The Sims 4. The Sims 4 is arguably seen as the worst of the Sims titles. It gets a bad rep from those who prefer the previous titles. Let’s jump into this further. Here are some features and game mechanics that people usually bring up and that I personally miss. 1.	Create-A-Style The ability to change the texture, colour and material of surfaces and clothes for extended customization. 2.	Sliders for Create-A-Sim Another staple in The Sims 3 CAS was the ability to tweak the colour of your Sim’s skin and make-up to almost anything you desired giving you yet more customization and personality. 3.	Open Worlds This feature was a staple in the Sims series. It gave you the ability to move across the entire world, and see other Sims interacting with things around them. It gave the world more depth. 4.	Trait System In the Sims 2 and 3, you had a plethora of traits that you could assign your Sim giving them a more complex and realistic personality. 5.	Story Progression This isn't really a feature commonly explored in the Sims series, but it was there in tandem with the expansion packs if you so wished to pursue. Okay…so…The Sims 4 has a few technical limitations and is missing some features from previous titles that we all know and love, but people tend to highlight the faults and failures and gloss over the positives. Here are some of my personal favourites. 1.	Expanded Create-A-Sim Features Sims no longer all look the same! Did you ever notice that Sims in 2 and  3* all looked a bit similar? There weren’t many facial features or structures for you to mould to your liking. The new* click-and-drag feature in Create-A-Sim gives you so much more pliability and with preset facial features to play with, you can make something really unique. For further detail I would recommend watching The Sims 4: Create A Sim Official Gameplate Trailer 2.	Extended Build/Buy Mode Creating the perfect home has never been easier. It’s now so more fun to build than ever, and with Build & Buy Mode merged into one it’s a more fluid experience. For more detail I would recommend watching The Sims 4: Build Mode Official Gameplate Trailer 3.	The New art Style A new art style that I believe harkens back to the roots of classic style of The Sims. While The Sims 3 tried to go for the more realistic overtones, it didn’t succeed very well and sadly stepped into the uncanny valley. 4.	Multi-tasking Interactions Most* interactions are more believable. The new feature of being to multi-task is quite handy…and while it isn’t perfect, it still makes some* interactions more realistic and fluid rather than waiting for the next thing in the queue to happen. 5.	Hardware Performance Unlike The Sims 3, 4* is extremely well optimized. I tested this on of my lowest-spec laptops and at maximum settings  it hardly dropped in frames. Granted 3* goes for the more realistic approach but can be costly. Epilogue I think we should talk about the elephant in the room, and that is overpriced, overvalued expansion and game packs. EA have always made bad business decisions that have deterred their customers from this franchise. The one that stands out the most is the marketing DLC. In my personal opinion and the opinion of others, game packs are marketed at exorbitant prices, some costing even more than base game’s value. Believe it or not, this is still an issue even with The Sims 3. Game packs don’t seem to have decreased in value over the span of 12 years. This definitely threw me off initially…but I’m a sucker for interesting DLC. Note When disputing the bad business decisions, please do not confuse EA with Maxis. EA are the publishers and the ones in charge of business. Maxis are the true beholders of the Sims series. sadly, in some cases, publishers like EA turn games into cash cows and they become soulless corporate entities. After having played The Sims 4 for over 250 hours, I can definitely recommend it. I hope this short review helps you decide what to do, CeeGee.",93,0,1,"December 28, 2020"
76561199095888174,Wish,i love trapping my sims in pools,106,83,1,"November 10, 2023"
76561199121857203,lady d's whore,"very fun if you are a boring loser who likes to play roleplay games, I love this game because I am indeed a boring loser",153,107,1,"May 4, 2022"
76561197988844312,SnuskSocka,"Wow.. So where to begin? I'm not much of a The Sims fan, but I've played 1 and 2 and had fun with them for a while. Also, I'm not much of a gamer nowadays since I'm a father, having a job, and time is kinda limited to spend on my dear hobby. Nevertheless I felt obligated to post my first review because of this game. This was mostly an impulse purchase because, as I said, I did enjoy The Sims 1 and 2 and I have some money to burn, but I'm happy with steam and aren't that keen on installing other storefronts because of a game - though, when I started up the game and saw that you needed to install origin on top of Steam I thought, - ""eh, ok. I've already purchased the game so.. you win this time EA"". Sure.. I think it's scummy that you need to install one storefront on top of another storefront just to play the game but, for this instance, I gave it a pass. I don't like EA. I haven't liked EA in a long while. I'm old enough to remember a time that when you saw that EA logo appearing on the screen you knew that ""this is a top quality game I have loaded on my console/PC right now"". Wing commander, NHL 97, Syndicate, Budokan... Simcity for crying out loud.. The list is long. So. Starting up the game went smoothly, as it should, and I thought that, ""now that I own the game I could buy the DLC as well. They should have some packet deal for all the DLC for 20-30 dollars,  now that they've launched on steam and everything"". Went to the store to buy said DLC and I almost choked on my newly poured cup of coffee. Over $500!! effing USD to own all the DLC!??? That's FIVEHUNDRED US DOLLAROONIES!! And that is WITH THE 30% OFF!? I could buy a freaking Oculus Quest 128gb for that amount! Needless to say, I uninstalled the game, the origin launcher and am right now demanding a refund. I knew that EA were scummy nowadays, but man. I just hope that the poor souls that purchase all the DLC actually can afford it and are not feeding their addiction with money they don't have. This is acting just as crappy as all the mobile gacha games that are overflowing the market right now, but instead of characters they offer you chairs, tables and pets. I'm honestly surprised that they haven't incorporated lootboxes at this point. ""Tired of your boring gray chair? Well, RIGHT NOW! you can have a GREEN chair! ONLY available for a limited time if you buy the AWESOMELY AWESOME surprise mechanic LOOTEGG of AWESOMENESS! only available for a limited time"" And this is having a mostly positive score on steam? I just shake my head... Good riddance *Edit* Forgot to mention. I would gladly pay $40-50 USD for a ""Complete Edition"". It's about time by now, don't you think EA?",375,35,-1,"June 23, 2020"
76561199557832814,spooks,i enjoy toruture,73,33,1,January 10
Mayo_is_life,Dino MAYONNAISE,I will eat 1 tablespoon of MAYONNAISE for every like this review gets.,285,16,1,March 16
76561197993657854,eeedora,"Old player from Sims1,Sims2,Sims3(lower Price) but Have 10000+Hours Fun In Sims series, It made me good Childhhod time. ........ Sims4 with no fun DLCs  .....even with MODs Can not play have fun 10hours in EA origin, back to steam play sims3. Where is team MAXIS?EA? 500$+for DLC? EA your brain is okay? make a new SIMS for 2020 now , It is your SINS in Game history. Sims3 : TURE open world, TURE smarter sims AI, many many  funs from maker team, old system bugs :p Sims4: small bird cage world for sims, DLCs of OLD ideas and very long waiting for Release, mindless AI even cannot FIND dinner table 謝謝EA回來STEAM給我一次花錢罵人的機會， 模擬市民4對老玩家的我來說是EA罪行的一個墓碑， 這個商店頁面很清楚，從頂翻到底端到底要花多少$$$$$$?? 123作的模擬市民讓我相信市民們或許是有靈魂的，能回應我們對他們的關注(大量隱藏的數據)， 4充其量只是空有外殼，簡化到感覺不到靈魂的娃娃房而已。 老玩家要求的不多啦~~~我只要EA把我以前對模擬市民，模擬城市，MAXIS給我的感動還給我。 GAME Sims have souls in Sims123, Sim4 is empty soul Doll House.",921,95,-1,"June 19, 2020"
OriginalXTS,XTS,"Thank you for the helpfuls and awards. I'm glad I was able to, in some way, assist you in your endeavor ^.^ 29 July 2024 Another Update: Wanted to warn anyone buying all DLC, it may include Horse Ranch twice? It is listed on the main page twice (see below for my concerns that I posted back then).  I'm not sure how it works, but I wanted to warn you. It may duplicate in the cost? I'd like to also add that they removed girlfriend/boyfriend & husband/wife. You must conform. O.o (They could've just added spouse and partner instead of replacing the originals.) I'm very disappointed in the frequent undesired changes in the game compared to before. Also Note: EA App is also Required 14 February 2024 Wanted to warn anyone who may actually be tempted to buy all DLC. The Horse Ranch DLC is listed twice. Near the top and near the bottom. 4 Mar 2023: w/ latest updates and EA Software being forced on us, Origin is gone :( And they now require us to use their EA Software. With this in mind, I've commented in a thread and want to re-post what I posted there concerning trying to launch the game with steam and how it reacts to EA Software and launching the game itself. UPDATE: Seems if you clear cache and just close down both steam and ea, then reboot your PC that you can then launch it from steam but I recommend you open them both before you launch via steam. I tried from desktop and that did not launch EA Software properly. IDK if adding EA Software to Steam's Programs would help but I worry it'll affect play time documented, which is cool to see. Update 2: I tried again today. I do my typical routine of steam stuff. I then go to launch the game and so it begins. I've tried verify integrity. I've tried clearing cache on both EA Software & Steam Cache. Both cause you to have to log in again. Even then I get that error, 500 and I'll know it'll be an issue before I even get to see my game page in EA Software because EA Software will launch with a yellow banner stating something is off. If the EA Software launches and does NOT have that yellow banner, it seems to launch each time. Once I get the game going I do not go messing with it so these tests are some time in between. I hope that helps some of you until it's fixed. I also sent an error report in EA Software (Desktop software aka EA App/Program) for PC. Restarting pc after clearing cache? IDK but that's a lot of steps. Restarting does and is part of what makes it work. The lack of yellow banner is also a part of what makes it work. Yellow banner means my game information will not be accessible because of some mysterious situation. O.o 31 Jan 2023: Newest BASE GAME update includes surgical marks for sex changes and medical clothing for gender changes. The one thing I did notice is patches that can be worn on the skin. That could be for diabetics or heart patients? I still wish it was a free DLC, then you could get more medical supplies, braces, etc. I think they added this one more for political reasons, to make a point. I prefer a free DLC of medical, or a low fee. I'd buy it as a medical care kit, if it were that. (Note: there's also no prosthetic limbs & you'll have to pay for the dentures in a cup) I think it was just a way to get their way, tbh. This is my personal opinion. *I'd love a toggle to remove all in CAS (Create A Sim) But that does not exist. :( And they throw a bunch of stuff on the sims. It will take quite a while before you can even begin to design them due to needing to remove things. I've loved sims since sims 1 (Will Wright brought it to us through someone who could help him bring his vision to life, from what I understand. The dream of seeing inside Sim City's homes.  Sims 2 forward it was a bit different. Check out the wikiipedia on it if you want more information on The Sims Franchise, early days and publishers. I've played each version and have seen how it has grown, as well as their greed :( (Sorry EA but it is true.. *Sad face*) Still waiting. Sims 4 is a really fun life simulation game with tons of mods available out there if you prefer. (just be safe with those!) I like to go to ModTheSims for mods and to Carl's Sims 4 Site for the Cheats and Tips for gameplay. https://www.carls-sims-4-guide.com/ Both sites are loaded with information! MTS is also for previous versions of sims. :) A small simple house filled with Christmas :D Only Base game, Seasons & Holiday pack used so others can use it. Nearly done but need to stop A Screenshot of The Sims™ 4 By: XTS You can record in-game play and hitting tab while playing will hide the HUD. (full screen recordings) The game was $500 to get all, but since that review it is over $1000 :( :( So I removed what I had wrote about the enough for a car part. Now, enough for . a lot. It wasn't festive on the lot enough so while holding a Christmas tree I tapped the ] button to enlarge the trees. Seems to work fine :) A Screenshot of The Sims™ 4 By: XTS The game is free here @ STEAM, and the packs can be bought from either. I used a Guide here on STEAM to make them linked. I moved all files over to STEAM so it's in one place. :D If you want a big hospital that is mostly realistic, works in game if you use freebuild cheat, check out my upload (Origin Username: XTSMasterID) I don't have a lot but I'm starting to share more. :) I follow for follow in there ♥ As long as I know. But some are ""anonymous""?? why? I've no clue. (The first Upload of the hospital, 2015) if having live babies in cribs is an issue just delete them. I didn't mean it the way it sounds. I didn't know if it'd load with live babies A Screenshot of The Sims™ 4 By: XTS (I've a friend who tested this. Said it worked great for them as a hospital but you MUST use that cheat to make it work right) https://simsvip.com/2015/04/02/the-sims-4-editing-hidden-lots/ Please read other reviews for details and other perspectives. ♥ EDIT: It will not show your Origin hours, sadly. I have over 900 hours in this game but it only shows the base game for here and it's time.. Just head over to Origin if you own Origin and you'll see your previous hours there, as well as updated hours if you have the steam version. :) Origin should have all hours displayed though Steam only picks up when you buy STEAM base game. Origin also shows which packs you own (it shows if it's a STEAM purchase as well) so check Origin when you want to know what packs you don't have. Steam doesn't seem to be able to track that. Then go to STEAM store and ignore what you already own so you don't buy it again. 8 Jan 2022: Fun Side Story Stuff: I'd like to add for those who liked Mortimer and Bella Goth, they are in here. I've not seen Don Lothario (some of you know who I speak of). For more information, look up Lothario Definition in Google *wink* It'll explain why I am curious if he's in the game and why I look for him. Another hint is the hot air balloon in ? Sims 2 or 3? :D Fer shame! O.o 6 Aug 2022: 638 hours on Steam, 1615 hours Origin/Steam combined. Old news removed to update review.",105,2,1,"December 7, 2021"
hangryzombit,Hangry Zombit,"This review is for those people wanting to move their sims 4 game across to Steam: There are plenty of reviews online about the differences between sims 4 and other versions, this review is for current sims 4 players who want to play their game on Steam rather than Origin. The first thing you'll notice is you have to purchase the base game A SECOND TIME in order to play via steam. Not. Cool. EA. I have moved games from different platforms to steam many times and it was always free, this added expense is unnecessary and outright stealing from loyal players. - so, I suggest you grab the base game on steam when it's on sale if this is still the rout you want to take. The process of transferring will require you to uninstall your Origin version of The Sims 4 and re-install a Steam version of The Sims 4 (still in origin). That's right, you will still need origin to play the game. If you were hoping to ditch the origin platform think again! - this makes it almost pointless purchasing via steam if you already have the game on Origin. For first time players of the sims however I recommend purchasing via steam, just cos steam is awesome! The Origin platform is less invasive when playing the steam version of The Sims 4, just sign in once to origin when you start up the game for the first time and from that point forward you may launch the game via steam and the origin platform will not be an issue. (allow your DLC to install before launching any pre-saved games or you may corrupt your saves (make save game backups b4 changing to the steam version! Just in case)) – your saves will be in exactly the same place as the Origin version of steam: documents/electronic arts/the sims 4/saves. On a positive note you will not need to re-purchase any of your DLC - thank you! thank you! thank you! I'm so glad they have allowed this. But I'm not sure any DLC will be purchasable via steam at this point, all DLC may need to be purchased via the Origin platform. so again, why bother getting the steam version of the game if you already have it on origin along with all your DLC? One reason you may want the steam version is to take advantage of the Steam Overlay. You can stream and chat with fellow steam owners from the steam overlay in game. (still not a selling point though since you can do just that by adding The Sims 4 as a non-steam game on steam… I think the overlay works when you do this but I’m not sure), somebody please check and comment thanks! Another reason you may want The Sims 4 on steam is to take advantage of the steam achievements and badges. Yes, The Sims 4 on steam has badges! Go get your ranks up everybody!! I guess it all comes down to WHY you want The Sims 4 on steam, if you just prefer steam than by all means, get the sims 4 on steam, transfer everything across, Bob’s your uncle. It supports the steam community, so if you do, thank you! If you don’t have the cash to purchase the base game a second time than it’s probably not worth it. If you don’t care about steam achievements, badges or the steam overlay, it’s probably not worth it. If all you want to do is uninstall the Origin platform and play on steam… well you can’t, so get over it! IMO I got the game on steam because I like steam, I like being on steam, I’ve always wanted to have The Sims 4 on steam, and I think EA have made a pretty good compromise here, they are giving us what we want but still getting what they want. (They probably just want more money – so long as Steam is somehow benefiting from this deal than meh! I don’t care, I have the game on steam now, I’m content).",86,8,1,"June 23, 2020"
76561198146523168,The Real Bardin Goreksson,"I'm not saying it's bad, but when 90% of the content is locked behind a paywall... it seems clear that EA intentionally limits the options you have in the vanilla game in order to motivate you to buy all these DLCs that cost like $30 a piece. That is malicious marketing and precisely why EA is the butt of all jokes about DLC. It costs nearly $800 to buy all the content in this game. That is absurd and inexcusable, and frankly, if you buy it than you are a part of the problem.",95,0,-1,"March 17, 2023"
76561199063178796,SadCat,I like making my husband and controlling his every movement,316,302,1,"March 9, 2023"
76561198152499229,Jean Lannes,It costs over 1000 € in order to fully experience the game,82,0,-1,"September 5, 2023"
76561199471852685,Fenrir,i like forcefully invading people houses and not paying my bills!,96,39,1,"October 21, 2023"
coolgamer553,coolgamer55,I killed 37 innocent people,74,46,1,"May 11, 2023"
76561198057527813,æmesis,worth it for the Wicked Whims mod alone.,202,94,1,"January 6, 2022"
thepaintingofmuprinciple,Toad™ ツ,don't buy the game it is going free to play on october 18th,163,22,-1,"September 14, 2022"
76561198010168925,꧁♡ Harley⁷ ♡꧂,"I have played all the previous Sims games and this is the worse of them. Sim is not waking up and its needs go all red. Overpriced DLCs with items that should've already been in the base game. 700$ on DLCs ??? No game is worthy of this price. This looks like a low budget video game in developing, not a well established EA game as it should be after 20 years since the first The Sims game. Very disappointing experience.",319,23,-1,"June 30, 2020"
Anonymous3312,WatermelonDuck,"Playing the Sims is great, it's a childhood classic, brings me back to when I first entered the world of PC games. It gets depressing around 4am when I realise I've been playing for hours on end, sat by myself, playing the life of someone who is more successful, funnier, more attractive, wealthier and generally better off than me, living in my dream house. I don't want a big house, nothing fancy - I don't like the idea of having to do a lot of extra cleaning. But having a spare room and maybe a small pond would be nice. My sims always have so much space for an allotment. In this economy, how are you meant to have an allotment? It's ridiculous. Plus my sims usually have at least 8 friends. I can only aspire to that.",140,56,1,"November 25, 2021"
PoisonedSushi,Poisoned Sushi,"No, you clearly don't know who you're talking to, so let me clue you in. I am the danger. A guy buys all the DLC and gets rekt, and you think that of me? No. I am the one who pirates all the DLC. ⣿⣿⣿⣿⣿⣿⣿⣿⠟⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⣿⣿⣿⣿⣿⣿⡇ ⣿⣿⣿⣿⣿⣿⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢺⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠆⠜⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠿⠿⠛⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⣿⣿ ⣿⣿⡏⠁⠀⠀⠀⠀⠀⣀⣠⣤⣤⣶⣶⣶⣶⣶⣦⣤⡄⠀⠀⠀⠀⢀⣴⣿ ⣿⣿⣷⣄⠀⠀⠀⢠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢿⡧⠇⢀⣤⣶⣿⣿ ⣿⣿⣿⣿⣿⣿⣾⣮⣭⣿⡻⣽⣒⠀⣤⣜⣭⠐⢐⣒⠢⢰⢸⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣏⣿⣿⣿⣿⣿⣿⡟⣾⣿⠂⢈⢿⣷⣞⣸⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣽⣿⣿⣷⣶⣾⡿⠿⣿⠗⠈⢻⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠻⠋⠉⠑⠀⠀⢘⢻⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⡿⠟⢹⣿⣿⡇⢀⣶⣶⠴⠶⠀⠀⢽⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⡿⠀⠀⢸⣿⣿⠀⠀⠣⠀⠀⠀⠀⠀⡟⢿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⡿⠟⠋⠀⠀⠀⠀⠹⣿⣧⣀⠀⠀⠀⠀⡀⣴⠁⢘⡙⢿⣿⣿⣿⣿ ⠉⠉⠁⠀⠀⠀⠀⠀⠀⠀⠀⠈⠙⢿⠗⠂⠄⠀⣴⡟⠀⠀⡃⠀⠉⠉⠟⡿⡇ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢷⠾⠛⠂⢹⠀⠀⠀⢡⠀⠀⠀⠀⠀⠙⡇",123,67,1,"February 4, 2023"
76561198313759746,RandomLiz,"Pros: -Allows shameless wish-fulfillment (which is kinda the whole point of the game) -A neat way to kill time when you're bored -Lets you play god Cons: -You'd think after 21 years, they'd learn how to make Sims not so nightmarishly bad at self-care -The DLCs are just things that should've been in the game to begin with",101,3,1,"May 18, 2021"
aopocalypse,aochie,it's good if you're mentally ill,80,22,1,"January 5, 2023"
nostalgiapunk,link,Require Origin account & client to play.,306,28,-1,"June 21, 2020"
76561199242294086,poppymaee,i like it but the prices are way to expensiveeee!!!!!!,74,2,1,"July 27, 2022"
76561198263373007,Ron Ben,why do i have to pay 40 ♥♥♥♥♥♥♥ dollars just to experience seasons and then pay another 40 to be able to have dogs in the game,86,6,-1,"July 31, 2023"
baeqin,mei,get mods,98,7,1,"November 2, 2021"
76561198162576320,Lil_Squishee,In the sims you have a well paying job and your own home! A great fantasy game.,102,87,1,"January 20, 2023"
cp_ru,cp_ru,"i created a serial killer and his depressed clown brother, both were alcoholics and drug addicts due to mods. sent them to a random plot and they start killing people. i send them home with graves and construct a cemetery filled with victims. eventually add a third member to the family, whom becomes a master at fishing. begin building underground fish wall facilities. start recruiting art gremlins for money, all whilst the main 3 fished, killed, drank, and wept ♥♥♥♥ ea, the game is pretty good with mods and *cough cough* dlc unlockers tho",71,20,1,July 20
76561198281874116,santiagooo,"the game is goated but you have to resort to piracy to enjoy this game. and even then, the game is so poorly optimized that it will lag the ♥♥♥♥ out of your pc, no matter the specs. so yeah, they lie about the minimum specs, as this 10 year old game has become bloated with unfleshed features. you can kill sims though",81,11,1,August 1
ElenavonWeiss,Elena von Weiß,"The Sims 4 is a real downgrade in comparison to its previous successor The Sims 3. I mean, yeah it's fine that they put in some more death possibilities and the HUD let's you more space to see the actual game. There is no open world anymore. You can no longer choose your own customized colour or pattern for objects, just what they have given you. They've given you 24 colours for hair, no own colouring possible. The DLCs are all super expensive and I guess you would need them, because the vanilla game is pretty boring (but especially because they've cut the open world, I feel imprisoned in this game). You still need trash Origin to launch it (and no one likes Origin).",208,6,-1,"August 9, 2021"
mxhardy,Hardy,"I only played original The Sims over twenty years ago. That says something about my age, doesn’t it. I didn’t think I’d ever come back to the series. Lately I checked out new early access game The Tenants which borrows some Sims mechanics and that was what reignited my curiosity after so much time. Many things have already been said about EA’s greediness. I haven’t seen this amount of DLC for any other game I played, especially not as overpriced. Good thing is you definitely don’t need all of them. Many of the stuff packs is just minor cosmetics. As far as expansion packs and game packs go, below is an exhaustive list of essentials which will make your base game experience richer. Only first three are a necessity: Seasons — for having… well, seasons, and a calendar of events throughout the year Cats & Dogs — if you’d like four-legged friends run around your house and neighbourhood Parenthood — catered to family-oriented players, provides deeper mechanics for raising your in-game children Laundry Day — adds the aspect of having to clean your clothes, extends gameplay immersion Nifty Knitting — one additional activity for your Sims (very cute) Perfect Patio — useful stuff for decorating house outside Juggling between EA Play subscription, Steam bundle offers and major sale events (happen 2-3 times a year) you can complete your desired set much cheaper than the asking price. Other DLC can be looked into every now and then. It’s definitely not needed all at once from the beginning. As a person who only played The Sims back in 2000 I quite like this fourth instalment in 2021. I know it’s already seven years old, and it took a long time for it to be where it is right now. Non-overwhelming interface, responsive controls, fairly big selection of build/buy items (lately Maxis added over 1000 new colour swatches to over 120 base game items). Game works great on SSD, GTX1060 and a five year old CPU. Steam integration is flawless, Origin starts quickly in the background and shuts down automatically right after you close the game. I could only wish for Steam achievements. I like that this game can be played in so many ways – shoutout to all you fantastic builders out there! – but also in terms of using/not using cheats or creating different starting scenarios. I like Sims’ traits, aspirations and whims which add more to the gameplay. I very much like the inclusivity. The one aspect that surprised me the most in a positive way is gardening. I also love the overall sense of humour, not only in regards to gardening. How about growing that Cowplant, anyone? Or maybe a Money Tree is more up your alley, huh? Be warned – once you’re hooked, three hours of your real life will fly by like an hour, and this is still an understatement. As for the product itself, choose your purchase timings wisely so you don’t go bankrupt IRL. Happy simming! 8/10",83,2,1,"September 27, 2021"
PatSmashYT,Mike Oxlong,the game is good but it was made by EA so its gonna be fragmented and it'll actually cost $400 instead of $60.,207,32,-1,"September 25, 2020"
mrbushperson,mrbushperson,i send my sims to space as a punishment.,77,112,1,"February 1, 2021"
76561198317898431,Jello,Gets boring fast if your not willing to pay an extra $300 for gameplay,165,7,-1,"July 2, 2020"
drdenmark,DrDenmark,"Played the game for 30 minutes and already committed several human right violations, great game",84,75,1,"December 14, 2023"
76561198883342777,Mokushi_99,I get to live a life I will never have,74,18,1,January 17
nicoleoreo,Oswin,"Here's what happens if you are transferring from Origin to Steam: *You need to buy and reinstall the Base game again on Steam, but not the DLCs (seasons, spa, bowling, etc.) *All save files and household will still appear as they were in your game. *When you go to play it, Steam will launch origin, where you will find a new game in your library called the Sims 4, but this one has the Steam logo on it. *Because your DLC was purchased on your Origin account, it will show as already purchased for this new game as well, but you WILL need to reinstall it on the new game... Which takes forever. Saying all that, is it worth it? Personally, the reason I got it was because for the life of me, I could not figure out how to switch languages and as I love the sims, I wanted to use it in another language I'm trying to learn. Steam was able to let me do that finally and extremely easily! So far I'm really enjoying it and learning a lot. Also, I like the Steam interface and the befits of being able to connect with friends on Steam while gaming and I'm expecting easy mod downloads with workshop. Plus for future DLC, the sales definitely come to mind. I got the base game while it was on sale, and I think for me personally it was worth it, but just so you know, this is what transfer will be like. Might not be worth it for everyone. But anyways, Sim on everyone! XD",76,0,1,"July 10, 2020"
76561198318232080,TheConfusedTissue,"This game has been very disappointing for me. I bought everything on sale, and I still feel like I paid too much. It lacks the necessary game play elements that made the other games lively (meaningful events, depth to sims, focus on all generations rather than just young adults, memories, ect). I'll keep playing it, but only with the help of mods. The packs are just as disappointing. Discover Universities doesn't work with rotational game play, the Vampires and Making Magic expansions had some pretty great innovations to the magic systems, but the neighborhood was too small. Get to Work was fun, but the store part of the expansion can't run unless you're actually there and at the store. Dine Out is buggy, and it takes hours for sims to eat their food, but at least it kinda works. Cottage Living is actually great, and it has just as much content as the trailers showed if not more. Wedding Stories, on the other hand, does not. Plumbella's recent videos showed that it wouldn't even start the wedding sometimes, and even if the wedding goes off without a problem, there's no opportunity for drama! You can't leave people at the altar, you can express doubts about getting married but it's a positive interaction, and there's no aspirations. It feels very flat, especially when compared to the trailer. If you are going to buy the game, get it on sale. Even then it's a toss up whether you'll be getting everything you paid for, or if you'll be disappointed. You'll be paying for buggy content that might get fixed in a few months, but hey, at least the aesthetics look great? I actually like the cartoony design of the sims 4, but I don't like how the depth of the game became more shallow.",152,6,-1,"February 23, 2022"
Denis09,deniscasian69,---{Graphics}--- ☐ You forget what reality is ☐ Beautiful ☑ Good ☐ Decent ☐ Bad ☐ Don‘t look too long at it ☐ MS-DOS ---{Gameplay}--- ☐ Very good ☑ Good ☐ It‘s just gameplay ☐ Mehh ☐ Watch paint dry instead ☐ Just don't ---{Audio}--- ☐ Eargasm ☐ Very good ☐ Good ☑ Not too bad ☐ Bad ☐ I'm now deaf ---{Audience}--- ☑ Kids ☑ Teens ☐ Adults ☐ All ---{PC Requirements}--- ☐ Check if you can run paint ☑ Potato ☐ Decent ☐ Fast ☐ Rich boi ☐ Ask NASA if they have a spare computer ---{Difficulity}--- ☐ Just press 'W' ☑ Easy ☐ Significant brain usage ☐ Easy to learn / Hard to master ☐ Difficult ☐ Dark Souls ---{Grind}--- ☑ Nothing to grind ☐ Only if u care about leaderboards/ranks ☐ Isnt necessary to progress ☐ Average grind level ☐ Too much grind ☐ You‘ll need a second live for grinding ---{Story}--- ☐ No Story ☐ Some lore ☑ Average ☐ Good ☐ Lovely ☐ It‘ll replace your life ---{Game Time}--- ☐ Long enough for a cup of coffee ☐ Short ☐ Average ☐ Long ☑ To infinity and beyond ---{Price}--- ☐ It’s free! ☐ Worth the price ☑ If it's on sale ☐ If u have some spare money left ☐ Not recommended ☐ You could also just burn your money ---{Bugs}--- ☐ Never heard of ☑ Minor bugs ☐ Can get annoying ☐ ARK: Survival Evolved ☐ The game itself is a big terrarium for bugs ---{?/10}--- ☐1 ☐2 ☐3 ☐4 ☐5 ☐6 ☐7 ☑8 ☐9 ☐10,310,36,1,"November 26, 2020"
76561199173996704,moosbatch,money grab after money grab (still a moneygrab 71 hours later),125,18,-1,"April 1, 2022"
archival,Archival,"Game itself is fun but it fees like a dumbed down version of 3 with a few shiny features slapped ontop, combine that with the single worst example of whaling I have ever seen and its clear EA is still as dirty as ever. PRO: New build tools are great, moodlets are interesting and sims feel a little smarter CON: Pretty much everything else, if it existed in 3 its a stripped down version here, most of the game is as deep as a puddle.",154,5,-1,"June 25, 2020"
76561198109381333,shadoweddragon72,while it is cool they made this game free to play..do not be fooled..in order to play this game you will need origin in order to play it..when i tried to click play through steam it did not let me into the game and i had to open origin to play it..i mean come on EA..what are you thinking?..are you even thinking?..if you put a game on steam then people should be able to play it ON STEAM and NOT need to have origin just to play it..this..in my opinion..is just bad marketing which will probably lead to alot of complaints and people just not bothering with EA games in general if they do not have origin..for that reason i guess this is kind of a mixed review..while i can recommend this game because of how much fun the sims games can be..i would also say to stay away if you don't have origin as well.,63,0,1,"October 19, 2022"
BigMishima,Meow Mix,"While it feels like this game has less content compared to Sims 3, it runs better and the graphics are so much better. Its a great game overall but you should wait for it to go on sale. The game and the million expansions it seems to be pumping out are way too expensive, otherwise. My recommended DLC are: -Cats&Dogs- adds pets -City Living- Offers the most fun neighborhood and a myriad of events in the city -Get To Work- adds more careers you can interact with -Fitness Stuff- because bodybuilding is life -Get Together- Has my other favorite neighborhood. Allows you to form clubs with other sims.",62,0,1,"November 27, 2020"
76561198125393304,PotatoSmasher,base game is good. Its one of the best architecture games despite that not being its focus. Content packs are ridiculously priced.,77,0,1,"August 23, 2023"
181947,david (real),I can finally get a girlfriend,91,217,1,"July 31, 2020"
